Country,Province,City,AllOrToday,confirm,suspect,dead,heal
中国,辽宁,鞍山,All,3,0,0,0
中国,辽宁,本溪,All,3,0,0,0
中国,辽宁,营口,All,1,0,0,0
中国,贵州,,All,99,0,1,7
中国,贵州,贵阳,All,24,0,0,1
中国,贵州,毕节,All,21,0,0,0
中国,贵州,遵义,All,15,0,0,1
中国,贵州,六盘水,All,10,0,1,0
中国,贵州,铜仁,All,7,0,0,2
中国,贵州,黔东南州,All,7,0,0,0
中国,贵州,黔南州,All,7,0,0,3
中国,贵州,黔西南州,All,4,0,0,0
中国,贵州,安顺,All,4,0,0,0
中国,天津,,All,91,0,1,4
中国,天津,宝坻区,All,32,0,1,0
中国,天津,河东区,All,10,0,0,1
中国,天津,河北区,All,10,0,0,0
中国,天津,和平区,All,6,0,0,0
中国,天津,外地来津,All,6,0,0,0
中国,天津,宁河区,All,4,0,0,0
中国,天津,西青区,All,4,0,0,0
中国,天津,东丽区,All,4,0,0,0
中国,天津,河西区,All,4,0,0,0
中国,天津,南开区,All,3,0,0,0
中国,天津,滨海新区,All,3,0,0,0
中国,天津,红桥区,All,2,0,0,1
中国,天津,津南区,All,1,0,0,0
中国,天津,北辰区,All,1,0,0,0
中国,天津,武清区,All,1,0,0,0
中国,天津,地区待确认,All,0,0,0,2
中国,甘肃,,All,83,0,2,16
中国,甘肃,兰州,All,33,0,2,3
中国,甘肃,天水,All,12,0,0,1
中国,甘肃,定西,All,8,0,0,1
中国,甘肃,平凉,All,7,0,0,0
中国,甘肃,甘南州,All,6,0,0,0
中国,甘肃,陇南,All,4,0,0,0
中国,甘肃,白银,All,4,0,0,0
中国,甘肃,临夏,All,3,0,0,2
中国,甘肃,庆阳,All,3,0,0,0
中国,甘肃,张掖,All,2,0,0,1
中国,甘肃,金昌,All,1,0,0,1
中国,甘肃,地区待确认,All,0,0,0,7
中国,吉林,,All,78,0,1,12
中国,吉林,长春,All,37,0,0,6
中国,吉林,四平,All,12,0,1,0
中国,吉林,公主岭,All,6,0,0,1
中国,吉林,辽源,All,6,0,0,0
中国,吉林,吉林,All,5,0,0,2
中国,吉林,延边,All,5,0,0,2
中国,吉林,通化,All,3,0,0,0
中国,吉林,松原,All,2,0,0,1
中国,吉林,梅河口市,All,1,0,0,0
中国,吉林,白城,All,1,0,0,0
中国,内蒙古,,All,54,0,0,5
中国,内蒙古,鄂尔多斯,All,11,0,0,2
中国,内蒙古,包头,All,10,0,0,0
中国,内蒙古,呼和浩特,All,7,0,0,0
中国,内蒙古,巴彦淖尔,All,6,0,0,0
中国,内蒙古,呼伦贝尔,All,5,0,0,1
中国,内蒙古,赤峰,All,4,0,0,1
中国,内蒙古,通辽,All,3,0,0,0
中国,内蒙古,乌兰察布,All,3,0,0,0
中国,内蒙古,锡林郭勒,All,2,0,0,1
中国,内蒙古,乌海,All,2,0,0,0
中国,内蒙古,兴安盟乌兰浩特,All,1,0,0,0
中国,新疆,,All,45,0,0,0
中国,新疆,乌鲁木齐,All,20,0,0,0
中国,新疆,伊犁州,All,10,0,0,0
中国,新疆,兵团第九师,All,4,0,0,0
中国,新疆,巴州,All,3,0,0,0
中国,新疆,昌吉州,All,2,0,0,0
中国,新疆,兵团第十二师,All,1,0,0,0
中国,新疆,六师五家渠,All,1,0,0,0
中国,新疆,阿克苏,All,1,0,0,0
中国,新疆,第八师石河子,All,1,0,0,0
中国,新疆,第七师,All,1,0,0,0
中国,新疆,吐鲁番,All,1,0,0,0
中国,宁夏,,All,45,0,0,13
