,date,start,end,type,no,no_sub,memo,pos_start,pos_end,source,who
1576,2020-01-22,,,2,K8005,4车厢,1人确诊,郑州,汝州,http://rz.hnr.cn/202002/04/4397.html,河南联播
1577,2020-01-22,,,2,D623,2号车厢,,宜昌东,重庆北,http://www.xichang.gov.cn/xxgk_15840/jrxc_15841/202002/t20200203_1460715.html,西昌市人民政府
1578,2020-01-22,,,2,D5883,3号车厢,座位：17C,汉口,利川,https://mp.weixin.qq.com/s/nC-zuwAc01kpCd9d6OPfxQ,恩施电视台，利川市新型冠状病毒感染的肺炎防控指挥部
1579,2020-01-22,,,2,K1198,7号车厢,座位：107,汉口,西平,http://zhumadian.mofcom.gov.cn/article/gonggao/202002/20200202933901.shtml,驻马店日报
1580,2020-01-22,,,2,D2237,15号车厢,,武汉,恩施,https://mp.weixin.qq.com/s/nC-zuwAc01kpCd9d6OPfxQ,恩施电视台，恩施市新型冠状病毒感染的肺炎防控指挥部
1581,2020-01-22,,,2,K636,10号车厢,座位：03号上铺,武昌,西平,http://zhumadian.mofcom.gov.cn/article/gonggao/202002/20200202933901.shtml,驻马店日报
1582,2020-01-22,,,2,Z162,6号车厢,,昆明,北京西,https://m.weibo.cn/1702896953/4466351731601978,河北青年报
1583,2020-01-22,,,2,G382,9号车厢,,,,https://weibo.com/1946866743/IrTMD3YUn?from=page_1002061946866743_profile&wvr=6&mod=weibotime&type=comment#_rnd1580394967098,辽宁交通广播
1584,2020-01-22,,,2,K225,7号车厢,座位：5号中铺,武昌,衡阳,https://baijiahao.baidu.com/s?id=1657626832786644124&wfr=spider&for=pc&isFailFlag=1,中国衡阳新闻网站
1585,2020-01-22,,,2,D3941,8号车厢,座位：05B,柳州,南宁,http://www.dxzf.gov.cn/dxyw/2013wmbss/202002/t20200213_71131.html,广西壮族自治区新型冠状病毒感染的肺炎疫情防控工作领导小组指挥部
1586,2020-01-22,,,2,G586,11号车厢,,武汉,北京西,https://mp.weixin.qq.com/s/HYcnAc-G5GpgEGFJSPsZBg,人民日报
1587,2020-01-22,,,2,D5947,11号车厢,座位：02F,汉口,宜昌东,https://mp.weixin.qq.com/s?__biz=MzAwNDE2MTA5NQ==&mid=2651173006&idx=1&sn=e5fffb33cdb386f0e93436b9983ad12d,巴东发布
1588,2020-01-22,,,2,D3568,2号车厢,座位：007F,北海,南宁,http://www.dxzf.gov.cn/dxyw/2013wmbss/202002/t20200213_71131.html,广西壮族自治区新型冠状病毒感染的肺炎疫情防控工作领导小组指挥部
1589,2020-01-22,,,2,G686,2号车厢,,郑州东,太原南,https://mp.weixin.qq.com/s/HYcnAc-G5GpgEGFJSPsZBg,人民日报
1590,2020-01-22,,,2,D2234,7号车厢,座位：16F,重庆北,恩施,https://mp.weixin.qq.com/s?__biz=MzI0MTIxMDM1OA==&mid=2650583983&idx=2&sn=fbb9b1fa1dc770bcc0a59ae47af6d1c9,来凤县新型冠状病毒感染的肺炎防控指挥部办公室，来凤发布
1591,2020-01-22,,,2,Z338,13号车厢,座位：151,武昌,柳州,http://wsjkw.gxzf.gov.cn/zhuantiqu/ncov/ncovfkgz/2020/0206/68493.html,广西壮族自治区卫生健康委员会
1592,2020-01-22,,,2,C6418,16号车厢,座位：13F,长寿北,梁平南,https://mp.weixin.qq.com/s/Nj9XTRSh937-5F05bAtXkA,大渝网
1593,2020-01-22,,,2,D633,14号车厢,座位：10F,汉口,长寿,https://mp.weixin.qq.com/s/Nj9XTRSh937-5F05bAtXkA,大渝网
1594,2020-01-22,,,2,D2251,,,武汉,重庆北,https://mp.weixin.qq.com/s/u5x_ZbqJJ-GBTDJ3UJiSdw,大渝网
1595,2020-01-22,,,2,D8251,3号车厢,,南宁东,北海,https://kuaibao.qq.com/s/20200205A03THK00?refer=kb_news&coral_uin=ecd9232b3edc6bf54408cc3dcc7fc6098ba767143ffd4cc594bce9a4de198187b8&omgid=52fd8907166951c6a4e3c8fdae4aaef6&chlid=daily_timeline&atype=0,北京日报客户端
1596,2020-01-22,,,2,D3262,,,武汉,福州,http://minhou.fuzhou.gov.cn/xjwz/jrmh/mhxw/202002/t20200204_3194085.htm,福州市闽候县人民政府
1597,2020-01-22,,,2,K635,3号车厢,,武昌,娄底,https://kuaibao.qq.com/s/20200205A03THK00?refer=kb_news&coral_uin=ecd9232b3edc6bf54408cc3dcc7fc6098ba767143ffd4cc594bce9a4de198187b8&omgid=52fd8907166951c6a4e3c8fdae4aaef6&chlid=daily_timeline&atype=0,北京日报客户端
1598,2020-01-22,,,2,D3842,4车厢,1人确诊,中山,昆明南,https://baijiahao.baidu.com/s?id=1659107870573348814&wfr=spider&for=pc,曲靖日报掌上曲靖
1599,2020-01-22,,,2,G7025,5车厢,1人确诊,南京站,上海站,https://js.qq.com/a/20200206/002277.htm,现代快报
1600,2020-01-22,,,2,D627,14号车厢,,汉口,重庆北,https://mp.weixin.qq.com/s/KKSJxmyYpc2bjx4THE6P1A,大渝网
1601,2020-01-22,,,2,K183,15号车厢,无座，上车后在车门附近,安阳,汤阴,https://mp.weixin.qq.com/s/3roRXHtpON2rGo3b73LqZQ,汤阴发布
1602,2020-01-22,,,2,D2190,1号车厢,,汉口,合肥,https://mp.weixin.qq.com/s/9nOtxJs1nsP8i60XqVn98A,人民日报
1603,2020-01-22,,,2,G4802,4号车厢,,武汉,郑州,https://mp.weixin.qq.com/s/9nOtxJs1nsP8i60XqVn98A,人民日报
1604,2020-01-22,,,2,G74,11号车厢,,武汉,驻马店,https://mp.weixin.qq.com/s/9nOtxJs1nsP8i60XqVn98A,人民日报
1605,2020-01-22,,,2,DJ8861,,1月22日5时15分至8时47分,,,https://view.inews.qq.com/a/20200210A0SLO500?uid=,映象网
1606,2020-01-22,,,2,G1976,15号车厢,,重庆,内江,http://ybwjw.yibin.gov.cn/gzdt/202001/t20200131_1215367.html,宜宾市卫生健康委员会
1607,2020-01-22,,,2,Z4176,,,武汉,郑州,https://mp.weixin.qq.com/s/9nOtxJs1nsP8i60XqVn98A,人民日报
1608,2020-01-22,,,2,D1920,,9时17分至13时27分,,,https://view.inews.qq.com/a/20200210A0SLO500?uid=,映象网
1609,2020-01-22,,,2,D1937,,14时至17时43分,,,https://view.inews.qq.com/a/20200210A0SLO500?uid=,映象网
1610,2020-01-22,,,2,D1950,,18时7分至22时18分,,,https://view.inews.qq.com/a/20200210A0SLO500?uid=,映象网
1611,2020-01-22,,,2,G9503,7号车厢,座位：13C,合肥南,安庆,https://m.weibo.cn/1971299060/4471165491712403,安庆网络广播电视
1612,2020-01-22,,,2,G4653,2号车厢,018D号座,武汉,长沙南,https://weibo.com/3871279575/Is5Ok4VDt?refer_flag=1001030103_&type=comment#_rnd1580636543391,共青团娄底 
1613,2020-01-22,,,2,T127,14号车厢,河源卫生健康,武汉市武昌站,河源站,,https://mp.weixin.qq.com/s/LRdDOJI_G8eDuWFHohTMlA
1614,2020-01-22,,,2,G1107,6号车厢,011F号座,武汉,长沙南,https://weibo.com/3871279575/Is5Ok4VDt?refer_flag=1001030103_&type=comment#_rnd1580636543391,共青团娄底 
1615,2020-01-22,,,2,D1973,,,西安北,成都东,https://m.weibo.cn/5872584105/4471196164721136,甘南日报
1616,2020-01-22,,,2,C6615,2号车厢,,成都西,雅安,http://www.yals.gov.cn/xinwen/show/688AFBF8-4F7C-4D7C-86B9-2EFABAB9A95E.html,芦山县应对新型冠状病毒感染肺炎疫情应急指挥部办公室
1617,2020-01-22,,,2,G29,03车10F,,北京,合肥,https://viewlite.inews.qq.com/a/20200209A0B7UJ00?uid=&app=newslite&logotype=1,中安在线
1618,2020-01-22,,,2,C6506/6507,5号车厢,,青岛,荣成,https://www.qdxin.cn/shandong/2020/202238.html,威海发布
1619,2020-01-22,,,2,C8721,3号车厢,,乌鲁木齐,奎屯,https://mp.weixin.qq.com/s/STdR9WfN4ULIgER4zVzIPg,新疆奎屯日报
1620,2020-01-22,,,2,K609,10号车厢,,北京,韩城,https://m.weibo.cn/status/4475863703726018?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,
1621,2020-01-22,,,2,G556,15号车厢,,汉口,信阳东,http://www.hcxww.gov.cn/index.php?m=content&a=show&catid=1&id=5445,信阳市新型冠状病毒感染的肺炎疫情防控工作指挥部办公室
1622,2020-01-22,,,2,K1803,,,武昌,廉江,https://m.weibo.cn/status/4470709172973816?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,茂名发布
1623,2020-01-22,,,2,G524,06号车厢,,汉口,信阳东,http://www.hcxww.gov.cn/index.php?m=content&a=show&catid=1&id=5445,信阳市新型冠状病毒感染的肺炎疫情防控工作指挥部办公室
1624,2020-01-22,,,3,重庆轻轨3号线,,1人确诊,重庆北,四公里枢纽站,http://www.cqwl.gov.cn/ztlm/news/2020-2/2055_96503.shtml,重庆市武隆区人民政府
1625,2020-01-22,,,3,天津地铁3号线,,1人确诊,红旗南路地铁站,营口道站,https://view.inews.qq.com/a/20200214A0019S00?uid=news_news_antip&app=newslite,每日新报
1626,2020-01-22,,,3,天津地铁1号线,,1人确诊,营口道站,小白楼,https://view.inews.qq.com/a/20200214A0019S00?uid=news_news_antip&app=newslite,每日新报
1627,2020-01-22,,,3,天津地铁5号线,,1人确诊,下瓦房站,体育中心站,https://view.inews.qq.com/a/20200214A0019S00?uid=news_news_antip&app=newslite,每日新报
1628,2020-01-22,,,3,李子坝轻轨,,,李子坝轻轨站,观音桥站,https://weibo.com/2208446650/Ity3czP0E?refer_flag=1001030103_&type=comment#_rnd1581388925772,新浪重庆
1629,2020-01-22,,,3,南京2号线,,6:30 上车，并于金马路站换乘4号线,马群站,苏宁总部地铁站,https://m.weibo.cn/1653603955/4465864206039650,扬子晚报
1630,2020-01-22,,,3,青岛青西快线,,1人确诊,青岛火车站,凤凰山路地铁站,https://mp.weixin.qq.com/s?src=11&timestamp=1580818766&ver=2138&signature=tRovkH8P-nkgzEEoKl27nF-5uAnRiQLpLdCLmvwfwE*19eYGmCgVvU*fGxHn6Krsct2lzheQL65mti01Lsbog8MpcuFtrlgOVY5rRedRuViS-qFxOOrLabJFyk1S78h4&new=1,FM957西海岸交通广播
1631,2020-01-22,,,3,天津地铁9号线,,1人确诊,天津,轻轨塘沽,https://mp.weixin.qq.com/s?src=11&timestamp=1580818855&ver=2138&signature=8B7CIpL4*P0JseZv8TQet4zjdo-uie6Vxm7i6A3qtaS2AYw4X*qMNoCZtZlsIUcBkawMNmAtGUWYqm9qowhOYumrBHrxrk31nRF8Fsr2Dc6wV9v5*5U0lXIV7StfNSe1&new=1,天津本地宝
1632,2020-01-22,,,3,重庆轻轨1号线,,1人确诊,大学城西著七里售房部,双碑下,http://wanzhou.cbg.cn/2020/02/02/28820123.shtml,万州广播电视台
1633,2020-01-22,,,3,重庆轨道交通1号线,,1人确诊,两路口站,微电园站,http://www.cqqj.gov.cn/zfxx/web_show_22954.shtml,重庆市綦江区人民政府办公室信息公开
1634,2020-01-22,,,3,西安地铁4号线,,1人确诊,五路口站,金滹沱站,https://baijiahao.baidu.com/s?id=1658765864601680568&wfr=spider&for=pc,陕西法制网
1635,2020-01-22,,,3,轻轨1号线,,,重庆微电园,双碑,https://mp.weixin.qq.com/s/KKSJxmyYpc2bjx4THE6P1A,大渝网
1636,2020-01-22,,,3,南京地铁4号线,,1人确诊,龙江地铁站,鼓楼站,https://mp.weixin.qq.com/s?src=11&timestamp=1580818058&ver=2138&signature=fXZtNq4mYHeCNpz6uSZv9WM3-cVBxEVLcFnszmG4g2Xsaiyqt--FSQL8LvhFEKqYLBq846utEcCarYt9E0iWeFfDLFgDywO3RkN1xs0vq6IyaPLdtxkNVqk5j24bUYY6&new=1,江苏新闻
1637,2020-01-22,,,3,天津轻轨9号线,,从1车3门上车和下车,天津站,塘沽站,https://mp.weixin.qq.com/s/hZa3WGj6lx_zPFIE9bNmZA,今晚报
1638,2020-01-22,,,3,青岛地铁11号线,,,鳌山卫站,苗岭路站,https://weibo.com/2418239437/IreTwqkw8?type=comment,青岛地铁
1639,2020-01-22,,,3,青岛地铁2号线,,,苗岭路站,五四广场站,https://weibo.com/2418239437/IreTwqkw8?type=comment,青岛地铁
1640,2020-01-22,,,3,青岛地铁3号线,,,五四广场站,青岛站,https://weibo.com/2418239437/IreTwqkw8?type=comment,青岛地铁
1641,2020-01-22,,,3,青岛地铁13号线,,,凤凰山路站,古镇口站,https://weibo.com/2180710425/Ir8f2aO3D?refer_flag=1001030103_&type=comment,青岛西海岸新闻网
1642,2020-01-22,,,3,重庆轻轨10号线,,1人确诊,红土地轻轨站,重庆北站南广场站,http://wl.cq.gov.cn/ztlm/news/2020-2/2055_96478.shtml,重庆市武隆区人民政府
1643,2020-01-22,,,3,合肥地铁2号线,,,龙岗,王岗,https://viewlite.inews.qq.com/a/20200131A0E50Q00?app=newslite,合肥发布
1644,2020-01-22,,,3,南京地铁3号线,,（南京南站—林场 方向）,南京南站地铁站,泰冯路地铁站,https://mp.weixin.qq.com/s/Ri4QyFdy5MAfeD3WudWaRw,滁州市人民政府发布
1645,2020-01-22,,,3,南京地铁S8轻轨,,,泰冯路地铁站,金牛湖地铁站,https://mp.weixin.qq.com/s/Ri4QyFdy5MAfeD3WudWaRw,滁州市人民政府发布
1646,2020-01-22,,,4,桂C03306D,,,堡里,大苏,https://m.weibo.cn/1989772455/4466725355018197,桂视网
1647,2020-01-22,,,4,琼D72971,海口,1人确诊,海口汽车西站,乐东千家镇,http://m.people.cn/n4/2020/0210/c1428-13670188.html,人民日报海南频道
1648,2020-01-22,,,4,豫L09931D,,,漯河高铁站,临颍,https://m.weibo.cn/3105981725/4466700457867346,漯河日报
1649,2020-01-22,,,4,川R60720,,,南充,武胜县烈面镇,https://m.weibo.cn/status/4464936782864934?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,环球网
1650,2020-01-22,,,4,豫J61166,鹤壁,1人确诊,鹤壁市汽车客运总站,濮阳市飞龙车站,https://baijiahao.baidu.com/s?id=1658022286256101147&wfr=spider&for=pc,北晚新视觉网
1651,2020-01-22,,,4,南充市嘉陵区川R59013,,金杯车,南充市嘉陵区李渡镇,吉安镇,https://mp.weixin.qq.com/s/jEBlMLCgSTD9AcpcV1yRtg,央视新闻
1652,2020-01-22,,,4,北海,,1人确诊,北海,博白新世纪国际大酒店,https://view.inews.qq.com/a/20200214A04MGW00?uid=news_news_antip&app=newslite,玉林新闻网
1653,2020-01-22,,,4,浙F09110,,,高铁南站,秀洲区行政中心,https://m.weibo.cn/status/4464621832227069?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,浙江日报
1654,2020-01-22,,,4,川R59013,,,李渡镇,吉安镇,http://app.cctv.com/special/cportal/detail/arti/index.html?id=ArtiF0zfnXHEFqkyVfubcPqp200126&fromapp=cctvnews&version=803&allow_comment=1,央视新闻客户端
1655,2020-01-22,,,4,蒙A55055,,,呼和浩特白塔机场,呼和浩特市火车站,https://m.weibo.cn/status/4465009088775427?,人民日报
1656,2020-01-22,,,4,晋MRH718,平陆,1人确诊,圣人涧镇盘南村,不详,https://baijiahao.baidu.com/s?id=1657507355835477530&wfr=spider&for=pc,山西晚报
1657,2020-01-22,,,4,甘J07010,,,文峰镇开发区路口,陇西县第一人民医院,https://m.weibo.cn/status/4465365939415115?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,四川高速交警六支队一大队
1658,2020-01-22,,,4,鲁F29950,,,,,https://mp.weixin.qq.com/s/f2DB2Ig3XdDqHvSuus6BoQ,人民日报
1659,2020-01-22,,,4,赣D03080D,,,吉安,永新,https://m.weibo.cn/status/4466042619522489?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,九江共青城发布
1660,2020-01-22,,,4,云E27098,,10:36发车,楚雄,大姚,http://fx.ylxf.1237125.cn/#/0/312192,云报客户端
1661,2020-01-22,,,4,桂CR1586,,,火车南站,永福县公路局,https://m.weibo.cn/status/4466725355018197?,桂视网
1662,2020-01-22,,,4,鲁JC1003,专线车,,天外村,泰山中天门,https://mp.weixin.qq.com/s?__biz=MjM5MjAxNDM4MA==&mid=2666293696&idx=1&sn=bafde3f8af8daaadf4ce48e041113738&chksm=bdb400838ac3899583a2e271d5d2b84576bc1562515f9b9ae4f24d7edc4080ff948429555e6c&mpshare=1&scene=1&srcid=&sharer_sharetime=1580537081967&sharer_sh,人民日报
1663,2020-01-22,,,4,鲁JC1006,专线车,,泰山中天门,天外村,https://mp.weixin.qq.com/s?__biz=MjM5MjAxNDM4MA==&mid=2666293696&idx=1&sn=bafde3f8af8daaadf4ce48e041113738&chksm=bdb400838ac3899583a2e271d5d2b84576bc1562515f9b9ae4f24d7edc4080ff948429555e6c&mpshare=1&scene=1&srcid=&sharer_sharetime=1580537081967&sharer_sh,人民日报
1664,2020-01-22,,,4,豫ELF886,,,林州,东岗,https://m.weibo.cn/status/4467980026530749?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,林州人林州事
1665,2020-01-22,,,4,晋M0655X,,,夏县食品公司,尉郭乡、胡张乡、埝掌镇、南大里乡,https://m.weibo.cn/status/4466389639610486?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,山西晚报
1666,2020-01-22,,,4,浙F09110D,,,高铁南站,秀洲区行政中心,https://m.weibo.cn/status/4464613887923287?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,浙江日报
1667,2020-01-22,,,4,漯河,,1人确诊,漯河,五沟营,https://baijiahao.baidu.com/s?id=1657659423663856583&wfr=spider&for=pc,潇湘晨报
1668,2020-01-22,,,4,闽HY7999,,,东平,松溪,https://m.weibo.cn/status/4467251857699439?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,新浪福建
1669,2020-01-22,,,4,晋L52014,,16:00-16:30,临汾大医院南门对面,乡宁,https://weibo.com/3854247053/IssDHeuCN?refer_flag=1001030103_&type=comment#_rnd1580702460700,临汾社
1670,2020-01-22,,,4,桂EZB305,,,北海,玉林博白,https://m.weibo.cn/status/4469629675952467?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,新浪广西
1671,2020-01-22,,,4,永福镇大苏村,,1人确诊,永福镇大苏村,永福县人民医院,https://baijiahao.baidu.com/s?id=1656941685140856614&wfr=spider&for=pc,桂林生活网
1672,2020-01-22,,,4,利川至柏杨专线车,,,利川,柏杨坝镇转盘,https://mp.weixin.qq.com/s/nC-zuwAc01kpCd9d6OPfxQ,恩施电视台，利川市新型冠状病毒感染的肺炎防控指挥部
1673,2020-01-22,,,4,苏H182L1,淮安,1人确诊,不详,关天培路天竹宾馆,https://view.inews.qq.com/a/20200203A0AB4A00?uid=news_news_antip&app=newslite,无限淮安
1674,2020-01-22,,,4,苏HDO9583,淮安,1人确诊,患者家,河下布丁酒店,https://view.inews.qq.com/a/20200203A0AB4A00?uid=news_news_antip&app=newslite,无限淮安
1675,2020-01-22,,,4,苏H9693W,淮安,1人确诊,布丁酒店,镇淮楼西路交通局,https://view.inews.qq.com/a/20200203A0AB4A00?uid=news_news_antip&app=newslite,无限淮安
1676,2020-01-22,,,4,苏HZH605,淮安,1人确诊,交通局,希尔顿浴场,https://view.inews.qq.com/a/20200203A0AB4A00?uid=news_news_antip&app=newslite,无限淮安
1677,2020-01-22,,,4,武汉大巴车,,不详,武汉,阜南,https://weibo.com/2831771102/IrZD2hXIp?type=comment#_rnd1580816900739,颍州晚报
1678,2020-01-22,,,4,云LL0756,香格里拉,1人确诊,香格里拉绿洲酒店,丽江古城,https://view.inews.qq.com/a/20200203A000PV00?uid=news_news_antip&app=newslite,潇湘晨报
1679,2020-01-22,,,4,哈尔滨公交118路,,,结构街工程小区,哈尔滨站,https://mp.weixin.qq.com/s/_DWkRVmiNyne5Ui1k-l7TA,人民日报
1680,2020-01-22,,,4,黑K040000D,,,勃利,七台河,https://mp.weixin.qq.com/s/expaFK4CAFILrLrJOM-4VQ,人民日报
1681,2020-01-22,,,4,鲁Q7H9L6,武汉,1人确诊,武汉,兰陵,http://www.tancheng.gov.cn/info/1025/139996.htm,郯城县人民政府
1682,2020-01-22,,,4,渝A9G022,重庆,1人确诊,重庆,仪陇,https://baijiahao.baidu.com/s?id=1657751367211801811&wfr=spider&for=pc,南充政法
1683,2020-01-22,,,4,武汉客车,,1人确诊,古田市客运站,新城区高速路口,https://m.weibo.cn/status/4467086862694974?,平顶山交警
1684,2020-01-22,,,4,晋LW2679,吉县,1人确诊,临汾高铁西站,吉县,https://weibo.com/6561092226/IsPwFuolC?type=comment,临汾热门
1685,2020-01-22,,,4,闽GY5716,,患者曾乘坐该车,沙县,高砂镇,https://weibo.com/1658388624/It6C4k1Bd?refer_flag=1001030103_&type=comment#_rnd1581065083919,新浪福建
1686,2020-01-22,,,4,皖K13707,9:13,,太和,界首,https://m.weibo.cn/status/4467831670728695?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,阜阳城市周报
1687,2020-01-22,,,4,鄂AHM692,8:00,,武汉,新蔡县,https://m.weibo.cn/status/4467948334674968?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,河南新蔡交警
1688,2020-01-22,,,4,苏GE6189,东海,1人确诊,东海,临沭,https://m.weibo.cn/status/4467255360453749?,临沂发布
1689,2020-01-22,,,4,云A07337F,宜宾,不详,宜宾,昆明南,https://m.weibo.cn/status/4467266529807027?,春城晚报
1690,2020-01-22,,,4,鄂Q86227,恩施,1人确诊,建始车站,国平车站,http://wsjkw.cq.gov.cn/,重庆市卫生健康委员会
1691,2020-01-22,,,4,长沙大巴车,,1人确诊,长沙西,涟源,https://m.weibo.cn/status/4467904177291217?,衡阳发布
1692,2020-01-22,,,4,湘F71575,,同车共23人,湘阴高岭汽车站,岳阳,https://mp.weixin.qq.com/s/xh8hUwcR0w3523B_nEnUhA,湘阴微生活
1693,2020-01-22,,,4,豫A09766D,,,郑州汽车客运总站,登封,http://www.ruzhou.gov.cn/1683.news.detail.phtml?news_id=90876,郑州发布
1694,2020-01-22,,,4,鲁JC1003号,,专线车,天外村,泰山中天门,https://mp.weixin.qq.com/s/HYcnAc-G5GpgEGFJSPsZBg,人民日报
1695,2020-01-22,,,4,鲁JC1006号,,专线车,泰山中天门,天外村,https://mp.weixin.qq.com/s/HYcnAc-G5GpgEGFJSPsZBg,人民日报
1696,2020-01-22,,,4,蚌埠高铁南站至五河专线班车,,,蚌埠高铁南站,五河,https://mp.weixin.qq.com/s/n5XTQBBjZXgrnDsIeX4SDw,蚌埠发布
1697,2020-01-22,,,4,鄂QK6Z18,,,恩施,恩施来凤,https://mp.weixin.qq.com/s?__biz=MzI0MTIxMDM1OA==&mid=2650583983&idx=2&sn=fbb9b1fa1dc770bcc0a59ae47af6d1c9,来凤县新型冠状病毒感染的肺炎防控指挥部办公室，来凤发布
1698,2020-01-22,,,4,鄂E8508,,,湖北省宜昌市宜昌东站,湖北省恩施州巴东县聚宝盆客运中心,https://mp.weixin.qq.com/s?__biz=MzAwNDE2MTA5NQ==&mid=2651173006&idx=1&sn=e5fffb33cdb386f0e93436b9983ad12d,巴东发布
1699,2020-01-22,,,4,渝AG0077,,患者曾乘坐,安坪,新治,https://mp.weixin.qq.com/s/9iKrciNNiR9y3qXliQCQ4Q,大渝网
1700,2020-01-22,,,4,鄂Q73118,,7：37从野三关上车2人，8：44在高家堰周府品路上车1人（女性），8：56在点军土城乡周公路处上车2人（一男一女），9：04-9:06在点军土城乡三峡农商银行土城支行上车2人（女性）,巴东县野三关镇,宜昌,https://mp.weixin.qq.com/s?__biz=MzAwNDE2MTA5NQ==&mid=2651172904&idx=1&sn=87e89641703c26a17719b4a465e541cf,巴东县新型冠状病毒感染的肺炎疫情防控指挥部，巴东发布
1701,2020-01-22,,,4,南充-渠县客车10:30车次,,蓬安县确诊,南充市马市铺汽车站,罗家场镇,https://m.weibo.cn/1905843503/4466037028812089,四川发布
1702,2020-01-22,,,4,利川至柏杨专线,17:30,,利川,柏杨坝镇转盘,https://mp.weixin.qq.com/s/nC-zuwAc01kpCd9d6OPfxQ,恩施电视台
1703,2020-01-22,,,4,鲁JC1003号专线车,,专线车,天外村,泰山中天门,https://mp.weixin.qq.com/s/HYcnAc-G5GpgEGFJSPsZBg,人民日报
1704,2020-01-22,,,4,鲁JC1006号专线车,,专线车,泰山中天门,天外村,https://mp.weixin.qq.com/s/HYcnAc-G5GpgEGFJSPsZBg,人民日报
1705,2020-01-22,,,4,川U60999,,阿坝输入性病例,成都,马尔康,http://www.abazhou.gov.cn/abazhou/c101955/202001/df0868ab5d83492e98fdcfb01ac06b40.shtml,阿坝州新型冠状病毒感染的肺炎疫情防控指挥部
1706,2020-01-22,,,4,粤G52041,,,湛江,海安,http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202002/t20200201_2742529.html,海南省卫生健康委员会
1707,2020-01-22,,,4,云E27098客运班车,,,楚雄南客运站,大姚,https://weibo.com/1662558237/Ismq6rIW1?refer_flag=1001030103_&type=comment#_rnd1580698395776,云南发布
1708,2020-01-22,,,4,苏GE6189客运班车,,,东海县,临沭汽车站,https://www.thepaper.cn/newsDetail_forward_5739003,临沂宣传
1709,2020-01-22,,,4,豫LG6998,20:24,,漯河,西华,https://m.weibo.cn/status/4471793286999403?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,周口同城会
1710,2020-01-22,,,4,湘AY0499,9:20,,长沙西,涟源,https://m.weibo.cn/2860047732/4467196291856546,涟源市人民政府
1711,2020-01-22,,,5,渝c76291,重庆,1人确诊,北门车站,大兴镇,https://new.qq.com/omn/20200207/20200207A0KFI700.html?pc,重庆市万州区广播电视台
1712,2020-01-22,,,5,渝A0G300,重庆,1人确诊,四公里汽车枢纽站,南川区大观镇,http://cq.people.com.cn/n2/2020/0206/c365401-33771926.html,人民网重庆频道
1713,2020-01-22,,,5,鲁AB1039,济南K58路,不详,济南西,省立医院,https://baijiahao.baidu.com/s?id=1657651564670181377&wfr=spider&for=pc,山东商报
1714,2020-01-22,,,5,濮阳Y76路,,1人确诊,濮阳市飞龙车站,世纪景园站,https://baijiahao.baidu.com/s?id=1658022697971886040&wfr=spider&for=pc,大河网
1715,2020-01-22,,,5,旺茂,,1人确诊,新世纪国际大酒店,城南大转盘,https://view.inews.qq.com/a/20200214A04MGW00?uid=news_news_antip&app=newslite,玉林新闻网
1716,2020-01-22,,,5,湘M28427,白水,1人确诊,白水,祁阳,https://new.qq.com/omn/HNN20200/HNN2020012900193600.html,祁阳县广播电视台
1717,2020-01-22,,,5,湘M28827,白水,1人确诊,白水,祁阳,https://new.qq.com/omn/HNN20200/HNN2020012900193600.html,祁阳县广播电视台
1718,2020-01-22,,,5,呼和浩特机场巴士1号线2号车蒙A55055,,,呼和浩特机场,呼和浩特市火车站西客站,https://mp.weixin.qq.com/s/jEBlMLCgSTD9AcpcV1yRtg,央视新闻
1719,2020-01-22,,,5,湘M28833,白水,1人确诊,白水,祁阳,https://new.qq.com/omn/HNN20200/HNN2020012900193600.html,祁阳县广播电视台
1720,2020-01-22,,,5,湘M29720,白水,1人确诊,白水,祁阳,https://new.qq.com/omn/HNN20200/HNN2020012900193600.html,祁阳县广播电视台
1721,2020-01-22,,,5,祁阳1路,,1人确诊,唐家岭车站,祁阳县人民医院,https://new.qq.com/omn/HNN20200/HNN2020012900193600.html,祁阳县广播电视台
1722,2020-01-22,,,5,重庆229路,,1人确诊,文体路口站,华福一站公交站,https://view.inews.qq.com/a/20200207A0NJVQ00?uid=news_news_antip&app=newslite,光明网
1723,2020-01-22,,,5,重庆425路,,1人确诊,中梁山站,石桥铺站,https://view.inews.qq.com/a/20200202A0EXUU00?uid=news_news_antip&app=newslite,重庆日报
